date,open,close,price_change,p_change_rate,low,high,volume,amount,turnover,index_open,index_close,index_price_change,index_p_change_rate,index_low,index_high,index_volume,index_amount
20130605,6.11,6.17,0.04,0.65,6.1,6.25,373824.0,23072.68,0.76,9133.17,9143.44,19.17,0.21,9066.28,9147.36,93384048.0,8056810.0
20130604,6.21,6.13,0.09,1.45,6.05,6.22,439855.0,26887.14,0.89,9254.63,9124.27,126.97,1.37,9091.62,9254.63,133322936.0,10724003.0
20130603,6.25,6.22,0.04,0.64,6.2,6.32,350232.0,21868.38,0.71,9259.48,9251.24,6.71,0.07,9227.22,9345.66,120619344.0,10967136.0
20130531,6.3,6.26,0.01,0.16,6.25,6.44,627142.0,39842.77,1.27,9397.31,9257.95,121.24,1.29,9256.95,9429.54,127745944.0,11858494.0
20130530,6.29,6.25,0.06,0.95,6.18,6.31,550899.0,34376.99,1.11,9388.82,9379.19,25.21,0.27,9340.12,9427.75,126465488.0,11662360.0
20130529,6.27,6.31,0.04,0.64,6.25,6.41,708789.0,44897.55,1.43,9456.21,9404.4,37.29,0.39,9398.67,9511.18,138521680.0,11992632.0
20130524,6.23,6.2,0.01,0.16,6.14,6.27,379042.0,23471.34,0.77,9288.05,9304.86,39.18,0.42,9206.83,9365.3,123222080.0,10980661.0
20130523,6.23,6.24,0.0,0.0,6.18,6.36,570515.0,35771.05,1.15,9362.73,9265.68,139.38,1.48,9242.46,9445.4,151050496.0,12429939.0
20130522,6.36,6.24,0.14,2.19,6.23,6.4,557735.0,35120.95,1.13,9400.79,9405.06,1.52,0.02,9347.93,9462.02,152908528.0,13943605.0
20130521,6.15,6.38,0.23,3.74,6.11,6.42,1062576.0,66834.31,2.15,9314.76,9403.54,96.39,1.04,9292.42,9403.54,155715008.0,14456501.0
20130520,6.14,6.15,0.07,1.15,6.13,6.24,661483.0,40901.62,1.34,9274.13,9307.15,60.87,0.66,9255.69,9396.27,170231296.0,14939328.0
20130517,5.99,6.08,0.08,1.33,5.96,6.09,450311.0,27209.22,0.91,9060.53,9246.28,184.95,2.04,9059.25,9264.21,147956272.0,12302190.0
20130516,5.92,6.0,0.07,1.18,5.87,6.01,338500.0,20192.0,0.68,8838.95,9061.33,191.48,2.16,8791.35,9061.33,144010080.0,12443200.0
20130515,5.95,5.93,0.04,0.68,5.88,5.98,325456.0,19258.39,0.66,8823.84,8869.85,60.76,0.69,8808.35,8888.67,100160920.0,8952064.0
20130514,6.07,5.89,0.2,3.28,5.88,6.07,465995.0,27722.26,0.94,9003.47,8809.09,205.19,2.28,8773.79,9007.22,103534848.0,8978253.0
20130513,6.12,6.09,0.01,0.16,6.03,6.14,287783.0,17439.78,0.58,9080.1,9014.28,56.88,0.63,8975.7,9110.45,100453968.0,9155363.0
20130510,6.16,6.1,0.06,0.97,6.03,6.19,529432.0,32289.93,1.07,9014.57,9071.16,21.08,0.23,8994.44,9117.3,107266528.0,9984815.0
20130509,5.89,6.16,0.29,4.94,5.84,6.32,1158708.0,70836.3,2.34,9071.11,9050.08,24.76,0.27,8959.81,9101.58,115539864.0,11038024.0
20130508,5.94,5.87,0.01,0.17,5.84,5.97,351379.0,20708.37,0.71,9081.13,9074.84,51.94,0.58,9039.07,9170.83,113217432.0,9643702.0
20130507,5.93,5.88,0.05,0.84,5.86,5.96,328590.0,19352.49,0.66,8974.17,9022.9,25.82,0.29,8940.71,9072.71,103407536.0,8925518.0
20130506,5.82,5.93,0.14,2.42,5.78,5.98,413426.0,24331.99,0.84,8887.22,8997.08,149.4,1.69,8868.53,9016.42,110809048.0,9646398.0
20130503,5.72,5.79,0.07,1.22,5.72,5.83,440469.0,25452.61,0.89,8736.48,8847.68,129.48,1.49,8736.48,8967.09,106503864.0,8475121.0
20130502,5.75,5.72,0.16,2.72,5.65,5.77,479628.0,27372.55,0.97,8643.9,8718.2,26.81,0.31,8597.71,8726.14,70328072.0,6209146.5
20130426,5.94,5.88,0.06,1.01,5.86,5.99,320955.0,18936.52,0.65,8809.19,8691.39,81.19,0.93,8667.58,8857.89,88136272.0,7524269.5
20130425,6.0,5.94,0.08,1.33,5.86,6.03,503522.0,29907.83,1.02,8870.69,8772.58,139.07,1.56,8758.28,8941.27,119835696.0,10223728.0
20130424,6.06,6.02,0.04,0.66,5.99,6.14,726308.0,43818.11,1.47,8786.42,8911.65,118.52,1.35,8742.19,8985.02,118398472.0,9404092.0
20130423,6.24,6.06,0.17,2.73,6.04,6.26,439778.0,26829.03,0.89,9055.23,8793.13,264.49,2.92,8783.77,9055.47,115376096.0,9064100.0
20130422,6.25,6.23,0.05,0.8,6.19,6.27,263591.0,16417.88,0.53,9095.73,9057.62,53.57,0.59,9012.72,9140.45,108000728.0,9156123.0
20130419,6.22,6.28,0.09,1.45,6.19,6.3,346789.0,21721.19,0.7,8910.43,9111.19,223.17,2.51,8903.7,9142.9,120343344.0,8968544.0
20130418,6.13,6.19,0.04,0.65,6.11,6.26,157349.0,9736.83,0.32,8837.25,8888.02,6.35,0.07,8813.05,8996.63,80392672.0,6492843.0
20130417,6.18,6.15,0.03,0.49,6.09,6.18,174575.0,10703.13,0.35,8852.78,8894.37,41.95,0.47,8819.96,8917.69,77204248.0,6073297.5
20130416,6.08,6.18,0.09,1.48,6.05,6.18,190187.0,11646.41,0.38,8656.23,8852.42,118.98,1.36,8645.18,8861.21,81503824.0,5682867.5
20130415,6.13,6.09,0.03,0.49,6.04,6.17,218366.0,13288.01,0.44,8792.91,8733.44,101.71,1.15,8694.17,8818.18,73885248.0,5436677.5
20130412,6.12,6.12,0.02,0.33,6.11,6.16,148399.0,9103.06,0.3,8911.38,8835.15,85.56,0.96,8823.83,8975.44,67139488.0,5574036.0
20130411,6.24,6.14,0.08,1.29,6.12,6.28,241569.0,14961.4,0.49,9017.61,8920.71,41.59,0.46,8915.71,9036.95,75393776.0,5829880.5
20130410,6.2,6.22,0.04,0.65,6.15,6.25,248230.0,15409.88,0.5,8994.44,8962.3,30.81,0.34,8891.14,9006.92,75358160.0,6741465.0
20130409,6.11,6.18,0.07,1.15,6.11,6.24,257475.0,15880.68,0.52,8965.62,8993.11,39.27,0.44,8961.88,9067.25,89405008.0,6847112.5
20130408,6.16,6.11,0.08,1.29,6.0,6.16,355386.0,21585.76,0.72,8828.07,8953.84,10.63,0.12,8748.74,8960.98,94096576.0,7345806.5
20130403,6.21,6.19,0.01,0.16,6.17,6.27,252185.0,15661.67,0.51,9007.65,8964.47,4.01,0.04,8930.99,9062.11,94630496.0,6860334.0
20130402,6.24,6.2,0.04,0.64,6.17,6.32,392328.0,24416.52,0.79,8974.02,8960.46,22.7,0.25,8928.32,9112.93,98532784.0,7851481.5
20130401,6.3,6.24,0.13,2.04,6.19,6.45,507552.0,31840.9,1.03,8901.64,8937.76,47.99,0.54,8884.17,9000.21,86626880.0,6622680.5
20130329,6.36,6.37,0.01,0.16,6.35,6.45,165293.0,10552.1,0.3,8976.08,8889.77,69.49,0.78,8879.29,8996.43,75943656.0,6263354.5
20130328,6.51,6.36,0.18,2.75,6.35,6.52,406843.0,26115.39,0.75,9099.48,8959.26,265.87,2.88,8946.17,9099.48,104506208.0,8464181.0
20130327,6.54,6.54,0.01,0.15,6.52,6.64,232396.0,15276.39,0.43,9220.35,9225.13,1.51,0.02,9168.63,9357.52,89989528.0,7599949.5
20130326,6.7,6.55,0.18,2.67,6.5,6.73,399351.0,26224.07,0.73,9290.05,9226.64,86.49,0.93,9149.14,9339.35,96004376.0,7967350.0
20130325,6.78,6.73,0.04,0.59,6.71,6.85,356268.0,24099.46,0.66,9368.89,9313.13,30.28,0.32,9279.95,9393.48,90515224.0,7860669.0
20130322,6.55,6.77,0.22,3.36,6.55,6.88,904204.0,61223.0,1.66,9319.22,9343.41,17.12,0.18,9285.85,9371.9,94450864.0,8027266.5
20130321,6.56,6.55,0.0,0.0,6.5,6.6,331853.0,21706.1,0.61,9315.86,9326.29,8.32,0.09,9263.52,9382.91,112161864.0,9400115.0
20130320,6.42,6.55,0.13,2.02,6.37,6.57,557531.0,36264.86,1.03,9035.65,9317.97,283.93,3.14,9027.82,9329.72,121730256.0,8881341.0
20130319,6.28,6.42,0.16,2.56,6.25,6.43,385070.0,24393.44,0.71,9013.29,9034.04,35.02,0.39,8930.06,9081.03,87036352.0,6855779.5
20130318,6.23,6.26,0.03,0.48,6.21,6.34,350769.0,22044.35,0.65,9048.36,8999.02,100.27,1.1,8975.63,9152.3,85442960.0,7160462.5
20130315,6.24,6.23,0.0,0.0,6.16,6.44,426633.0,26776.6,0.78,9087.37,9099.29,12.04,0.13,8937.07,9312.13,108038080.0,8392812.0
20130314,6.2,6.23,0.0,0.0,6.2,6.29,249753.0,15583.94,0.46,9029.84,9087.25,14.03,0.15,9009.01,9137.55,71168696.0,6119722.5
20130313,6.38,6.23,0.17,2.66,6.16,6.41,540176.0,33705.13,0.99,9150.95,9073.22,90.42,0.99,9028.76,9159.14,89125848.0,7027016.5
20130312,6.58,6.4,0.17,2.59,6.34,6.59,421324.0,27185.94,0.77,9268.17,9163.64,113.52,1.22,9082.58,9396.41,118472192.0,9667600.0
20130311,6.54,6.57,0.03,0.46,6.49,6.61,298328.0,19563.94,0.55,9256.96,9277.16,8.67,0.09,9155.94,9340.91,84875976.0,7137571.0
20130308,6.54,6.54,0.03,0.46,6.47,6.59,333359.0,21767.41,0.61,9396.85,9285.83,107.86,1.15,9282.53,9417.3,101616816.0,8723132.0
20130307,6.6,6.51,0.17,2.54,6.42,6.64,725635.0,47425.42,1.33,9409.21,9393.69,37.48,0.4,9268.48,9506.29,145204432.0,12573315.0
20130306,6.33,6.68,0.36,5.7,6.31,6.72,1081503.0,71193.86,1.99,9396.75,9431.17,89.82,0.96,9342.38,9444.99,156743744.0,12941387.0
20130305,6.28,6.32,0.05,0.8,6.22,6.34,454933.0,28542.96,0.84,9138.5,9341.35,201.6,2.21,9085.36,9353.25,130052960.0,10658648.0
20130304,6.47,6.27,0.28,4.27,6.23,6.53,703429.0,44783.1,1.29,9393.73,9139.75,510.39,5.29,9081.44,9397.82,164858944.0,13367448.0
20130301,6.6,6.55,0.08,1.21,6.47,6.62,633099.0,41357.66,1.16,9630.87,9650.14,8.7,0.09,9497.71,9679.45,128420904.0,11130859.0
20130228,6.51,6.63,0.08,1.22,6.44,6.66,796425.0,52268.2,1.46,9393.33,9641.44,308.2,3.3,9350.64,9641.44,129561112.0,10230172.0
20130227,6.57,6.55,0.0,0.0,6.5,6.65,471308.0,30918.54,0.87,9241.66,9333.24,125.21,1.36,9232.88,9375.72,101460120.0,8403234.0
20130226,6.77,6.55,0.27,3.96,6.55,6.78,801829.0,53521.03,1.47,9291.88,9208.03,134.34,1.44,9193.93,9428.78,116969280.0,10077557.0
20130225,6.9,6.82,0.1,1.45,6.8,6.95,501748.0,34292.02,0.92,9399.45,9342.37,22.17,0.24,9305.06,9449.32,91651376.0,8129632.0
20130222,6.96,6.92,0.02,0.29,6.77,7.0,658232.0,45403.66,1.21,9386.47,9364.54,31.57,0.34,9353.87,9454.15,96511528.0,8613606.0
20130221,7.04,6.94,0.12,1.7,6.89,7.04,675695.0,46894.69,1.24,9553.76,9396.11,249.76,2.59,9290.19,9553.76,163883424.0,11863420.0
20130220,6.89,7.06,0.25,3.67,6.82,7.07,789974.0,55086.9,1.45,9548.17,9645.87,94.94,0.99,9510.76,9646.6,120143360.0,9586776.0
20130219,7.01,6.81,0.23,3.27,6.75,7.04,820930.0,56311.95,1.51,9787.04,9550.93,244.98,2.5,9519.74,9787.04,125029792.0,9800753.0
20130218,7.28,7.04,0.24,3.3,6.97,7.3,1142454.0,80946.59,2.1,10036.38,9795.91,193.18,1.93,9765.91,10049.53,117030800.0,9727384.0
20130208,7.25,7.28,0.03,0.41,7.22,7.32,465410.0,33866.95,0.86,9880.26,9989.09,84.32,0.85,9880.26,10057.97,111044904.0,8958410.0
20130207,7.26,7.25,0.0,0.0,7.17,7.29,432767.0,31271.55,0.8,9896.22,9904.78,17.94,0.18,9782.5,9934.29,100356208.0,8341630.0
20130206,7.25,7.25,0.02,0.28,7.21,7.35,472333.0,34383.4,0.87,9942.04,9922.72,23.26,0.23,9884.13,9973.54,106811288.0,8555821.0
20130205,7.17,7.23,0.06,0.84,7.08,7.23,516913.0,37007.3,0.95,9717.55,9945.98,185.15,1.9,9709.6,9971.64,128677152.0,9422565.0
20130204,7.15,7.17,0.02,0.28,7.11,7.27,692305.0,49703.2,1.27,9830.89,9760.83,59.46,0.61,9693.62,9858.57,141783968.0,11368295.0
20130201,7.09,7.15,0.03,0.42,7.06,7.22,541536.0,38692.39,1.0,9648.92,9820.29,152.62,1.58,9609.84,9820.83,132662448.0,10079080.0
20130131,7.28,7.12,0.15,2.06,7.04,7.29,850626.0,60579.43,1.56,9788.26,9667.67,116.17,1.19,9637.58,9804.73,118065048.0,9631986.0
20130130,7.29,7.27,0.01,0.14,7.23,7.33,517656.0,37608.46,0.95,9695.41,9783.84,79.18,0.82,9667.68,9788.47,128557192.0,10499942.0
20130129,7.36,7.26,0.11,1.49,7.22,7.36,739393.0,53765.74,1.36,9636.33,9704.66,85.74,0.89,9627.66,9735.22,132639328.0,10865294.0
20130128,7.26,7.37,0.12,1.66,7.2,7.39,759872.0,55320.74,1.4,9361.31,9618.92,261.79,2.8,9361.31,9618.92,122570016.0,9411394.0
20130125,7.27,7.25,0.01,0.14,7.17,7.32,449500.0,32633.22,0.83,9432.61,9357.13,86.95,0.92,9353.39,9446.0,95338912.0,7395474.0
20130124,7.59,7.26,0.25,3.33,7.21,7.59,987714.0,73155.69,1.82,9540.63,9444.08,104.23,1.09,9385.46,9736.12,169828672.0,11835131.0
20130123,7.4,7.51,0.11,1.49,7.32,7.6,696087.0,51959.11,1.28,9495.73,9548.31,11.95,0.13,9434.02,9566.53,116256544.0,9177172.0
20130122,7.49,7.4,0.08,1.07,7.33,7.69,844061.0,63086.23,1.55,9591.82,9536.36,26.49,0.28,9456.21,9623.01,150016576.0,11714727.0
20130121,7.55,7.48,0.02,0.27,7.4,7.56,529457.0,39478.32,0.97,9543.24,9562.85,130.56,1.38,9465.89,9562.85,146081984.0,10791095.0
20130118,7.4,7.5,0.12,1.63,7.34,7.53,514647.0,38302.54,0.95,9358.4,9432.3,123.07,1.32,9286.05,9475.47,141052688.0,10199613.0
20130117,7.5,7.38,0.15,1.99,7.32,7.5,587408.0,43413.82,1.08,9335.04,9309.23,46.25,0.49,9258.58,9373.41,126459128.0,9662909.0
20130116,7.44,7.53,0.05,0.67,7.32,7.57,911224.0,67813.35,1.68,9359.34,9355.48,26.21,0.28,9232.33,9438.12,169378480.0,12613951.0
20130115,7.25,7.48,0.33,4.62,7.2,7.61,1598947.0,118468.79,2.94,9332.9,9381.69,65.42,0.7,9312.87,9432.84,182702080.0,14229260.0
20130114,6.89,7.15,0.25,3.62,6.83,7.16,679289.0,47997.59,1.25,8981.74,9316.27,298.54,3.31,8976.02,9330.59,180800864.0,12470659.0
20130111,7.12,6.9,0.21,2.95,6.89,7.16,634569.0,44363.3,1.17,9185.17,9017.73,152.32,1.66,8988.3,9219.18,146592752.0,10539053.0
20130110,6.94,7.11,0.17,2.45,6.93,7.25,880600.0,62424.73,1.62,9151.81,9170.06,15.19,0.17,9121.59,9262.67,134009848.0,9347222.0
20130109,7.08,6.94,0.14,1.98,6.88,7.11,768986.0,53684.2,1.41,9077.5,9154.87,44.42,0.49,9066.82,9178.83,147251392.0,10844547.0
20130108,7.15,7.08,0.09,1.26,7.02,7.19,683190.0,48411.72,1.26,9102.03,9110.45,1.98,0.02,9010.16,9143.39,142479120.0,10741043.0
20130107,6.94,7.17,0.2,2.87,6.91,7.19,1157682.0,81615.7,2.13,9073.97,9108.47,12.4,0.14,9033.95,9132.79,118421208.0,8880023.0
20130104,6.69,6.97,0.32,4.81,6.58,7.07,1131292.0,77059.9,2.08,9204.11,9096.07,20.41,0.22,8991.74,9217.01,141812272.0,9771636.0
20121231,6.69,6.65,0.05,0.75,6.58,6.75,866036.0,57491.2,1.59,9042.97,9116.48,89.49,0.99,9007.11,9119.2,136705712.0,9126245.0
20121228,6.65,6.7,0.06,0.9,6.56,6.71,580448.0,38499.53,1.07,8953.34,9026.99,87.14,0.97,8926.97,9038.62,135292544.0,8528368.0
20121227,6.7,6.64,0.03,0.45,6.63,6.84,576202.0,38661.63,1.06,8976.63,8939.85,0.83,0.01,8910.75,9036.94,143106720.0,9878923.0
20121226,6.67,6.67,0.02,0.3,6.58,6.73,661613.0,43948.54,1.22,8887.39,8940.68,49.11,0.55,8872.5,8941.11,143809120.0,9846548.0
20121225,6.41,6.65,0.24,3.74,6.37,6.74,914172.0,60197.2,1.68,8613.28,8891.57,260.2,3.01,8571.7,8941.14,179598272.0,10594714.0
20121224,6.43,6.41,0.02,0.31,6.36,6.49,323867.0,20744.65,0.6,8647.42,8631.37,26.98,0.31,8605.95,8702.02,100086568.0,6872814.5
20121221,6.47,6.43,0.04,0.62,6.39,6.56,490606.0,31696.72,0.9,8702.74,8658.35,34.88,0.4,8630.67,8815.03,128049176.0,8105061.0
20121220,6.54,6.47,0.09,1.37,6.35,6.54,439690.0,28357.62,0.81,8604.2,8693.23,53.67,0.62,8532.72,8719.88,117113448.0,7051764.5
20121219,6.47,6.56,0.08,1.23,6.45,6.65,629786.0,41400.46,1.16,8579.67,8639.56,46.93,0.55,8558.25,8686.12,105868472.0,6545332.0
20121218,6.4,6.48,0.09,1.41,6.33,6.5,558770.0,35931.26,1.03,8576.27,8592.63,7.7,0.09,8511.4,8711.78,139537568.0,8041521.0
20121217,6.34,6.39,0.08,1.27,6.34,6.56,873178.0,56229.11,1.61,8545.03,8600.33,69.43,0.81,8545.03,8659.02,151096512.0,8786543.0
20121214,5.97,6.31,0.32,5.34,5.95,6.32,832113.0,51654.42,1.53,8183.72,8530.9,359.55,4.4,8183.72,8536.54,163692032.0,9051860.0
20121213,6.16,5.99,0.18,2.92,5.99,6.16,587327.0,35661.6,1.08,8222.57,8171.35,74.71,0.91,8171.35,8259.91,82916936.0,4601718.0
20121212,6.19,6.17,0.02,0.32,6.12,6.25,315003.0,19437.11,0.58,8221.38,8246.06,25.52,0.31,8168.64,8278.46,89161472.0,4987602.5
20121211,6.31,6.19,0.13,2.06,6.18,6.31,525754.0,32783.66,0.97,8230.03,8220.54,45.25,0.55,8201.25,8285.82,106571376.0,5843031.0
20121210,6.3,6.32,0.06,0.96,6.21,6.33,608307.0,38180.68,1.12,8199.18,8265.79,76.11,0.93,8150.03,8285.65,130415096.0,7128973.5
20121207,6.2,6.26,0.08,1.29,6.14,6.32,425106.0,26532.35,0.78,8046.48,8189.68,118.19,1.46,8007.4,8211.64,122511208.0,6553256.5
20121206,6.19,6.18,0.01,0.16,6.14,6.25,261804.0,16197.91,0.48,8081.82,8071.49,20.19,0.25,8010.21,8135.14,89608040.0,4616079.5
20121205,5.91,6.19,0.28,4.74,5.9,6.27,470862.0,28825.31,0.87,7783.03,8091.68,289.93,3.72,7782.68,8150.4,129074176.0,6513903.0
20121204,5.83,5.91,0.07,1.2,5.8,5.94,189383.0,11107.0,0.35,7684.49,7801.75,90.88,1.18,7660.45,7828.12,79372120.0,3839676.75
20121203,5.91,5.84,0.04,0.68,5.8,5.94,232330.0,13679.48,0.43,7903.25,7710.88,192.37,2.43,7698.86,7951.65,73662784.0,3587661.75
20121130,5.88,5.88,0.01,0.17,5.87,5.97,210577.0,12471.43,0.39,7808.54,7903.25,94.29,1.21,7786.84,7960.98,70857472.0,3263415.5
20121129,5.94,5.89,0.06,1.01,5.88,5.98,146289.0,8666.65,0.27,7853.92,7808.96,45.1,0.57,7808.96,7919.35,68714920.0,3223060.75
20121128,6.04,5.95,0.11,1.82,5.84,6.06,371406.0,21942.93,0.68,7914.32,7854.06,82.68,1.04,7844.49,7917.4,72260304.0,3325262.75
20121127,6.14,6.06,0.09,1.46,6.03,6.17,223971.0,13656.56,0.41,7986.7,7936.74,79.33,0.99,7931.74,8027.93,73572312.0,3892033.25
20121126,6.17,6.15,0.05,0.81,6.15,6.24,131868.0,8162.07,0.24,8096.71,8016.07,98.67,1.22,8003.34,8114.91,50967096.0,3080402.0
20121123,6.17,6.2,0.06,0.98,6.14,6.25,163976.0,10181.28,0.3,8074.0,8114.74,67.22,0.84,8054.09,8157.84,60557616.0,3314308.0
20121122,6.18,6.14,0.07,1.13,6.12,6.21,155510.0,9576.67,0.29,8079.94,8047.52,103.32,1.27,8027.76,8101.87,59358112.0,3385066.0
20121121,6.17,6.21,0.04,0.65,6.1,6.23,257103.0,15828.95,0.47,8055.64,8150.84,98.05,1.22,7988.85,8153.23,76180384.0,4023471.0
20121120,6.22,6.17,0.02,0.32,6.13,6.23,244793.0,15117.47,0.45,8074.66,8052.79,7.75,0.1,8043.88,8150.13,54935092.0,3367416.5
20121119,6.28,6.19,0.11,1.75,6.1,6.29,280453.0,17358.96,0.52,8109.78,8060.54,57.61,0.71,7954.07,8109.78,58971312.0,3374357.75
20121116,6.31,6.3,0.01,0.16,6.18,6.31,220139.0,13715.91,0.4,8169.67,8118.15,67.91,0.83,8043.75,8177.35,67159920.0,3502909.0
20121115,6.28,6.31,0.01,0.16,6.22,6.4,276258.0,17418.26,0.51,8231.11,8186.06,97.5,1.18,8173.77,8285.02,61387908.0,3590742.75
20121114,6.35,6.3,0.07,1.1,6.2,6.38,343072.0,21582.89,0.63,8241.12,8283.56,48.96,0.59,8205.74,8293.67,64647244.0,3683960.75
20121113,6.66,6.37,0.28,4.21,6.28,6.68,769353.0,49172.13,1.41,8382.91,8234.6,157.3,1.87,8222.5,8382.91,70803208.0,4168212.5
20121112,6.78,6.65,0.08,1.19,6.63,6.83,327714.0,21955.85,0.6,8371.24,8391.9,35.23,0.42,8313.0,8437.93,60866488.0,3862212.5
20121109,6.67,6.73,0.05,0.75,6.66,6.79,247576.0,16654.23,0.46,8384.07,8356.67,42.71,0.51,8339.55,8421.04,61303352.0,3649837.5
20121108,6.7,6.68,0.11,1.62,6.66,6.76,241771.0,16216.83,0.44,8489.29,8399.38,161.82,1.89,8399.38,8523.13,79752232.0,4666183.5
20121107,6.88,6.79,0.08,1.16,6.71,6.89,229303.0,15590.8,0.42,8581.53,8561.2,28.66,0.33,8534.67,8626.61,68348496.0,4316705.5
20121106,6.84,6.87,0.03,0.44,6.77,6.94,226916.0,15538.46,0.42,8649.8,8589.87,64.87,0.75,8483.7,8661.4,84339904.0,5188943.5
20121105,6.9,6.84,0.09,1.3,6.81,6.96,268760.0,18447.29,0.49,8674.26,8654.74,24.94,0.29,8607.14,8739.83,72401904.0,4897698.5
20121102,6.99,6.93,0.05,0.72,6.88,7.0,337801.0,23395.18,0.62,8668.72,8679.69,16.54,0.19,8616.92,8697.32,79219784.0,4958954.5
20121101,6.73,6.98,0.24,3.56,6.73,7.05,507438.0,35070.34,0.93,8473.03,8663.15,193.35,2.28,8473.03,8682.81,95920240.0,5658749.5
20121031,6.64,6.74,0.06,0.9,6.6,6.82,487407.0,32830.64,0.9,8412.31,8469.8,75.56,0.9,8386.9,8481.66,61458432.0,3826795.25
20121030,6.92,6.68,0.25,3.61,6.66,6.97,460638.0,31353.25,0.85,8384.36,8394.24,17.68,0.21,8366.34,8478.01,65793076.0,3917466.75
20121029,6.75,6.93,0.14,2.06,6.72,6.93,327681.0,22529.29,0.6,8394.46,8376.56,38.29,0.46,8339.66,8423.58,59309280.0,3573752.25
20121026,6.94,6.79,0.15,2.16,6.7,6.95,498747.0,33865.49,0.92,8597.07,8414.85,187.96,2.18,8369.05,8609.57,90959736.0,5025338.0
20121025,7.01,6.94,0.1,1.42,6.93,7.07,354559.0,24777.16,0.65,8653.99,8602.81,51.1,0.59,8587.77,8725.34,86287896.0,5192302.0
20121024,7.03,7.04,0.05,0.71,7.0,7.13,324537.0,22919.85,0.6,8662.74,8653.91,32.56,0.37,8640.09,8726.37,83634480.0,4972864.5
20121023,7.18,7.09,0.09,1.25,7.08,7.25,463889.0,33197.95,0.85,8824.96,8686.48,142.96,1.62,8680.96,8836.09,85344776.0,5715926.0
20121022,6.97,7.18,0.16,2.28,6.97,7.23,704582.0,50474.2,1.3,8749.03,8829.44,33.02,0.38,8725.8,8859.51,82247112.0,5206691.0
20121019,7.09,7.02,0.06,0.85,7.0,7.09,365989.0,25709.04,0.67,8817.42,8796.42,1.78,0.02,8779.45,8861.04,82712728.0,5518202.5
20121018,6.87,7.08,0.24,3.51,6.85,7.15,859257.0,60524.42,1.58,8673.73,8798.2,157.02,1.82,8663.43,8821.33,110667656.0,6508376.0
20121017,6.86,6.84,0.03,0.44,6.69,6.91,420480.0,28525.78,0.77,8684.86,8641.18,4.36,0.05,8563.55,8699.2,73626504.0,4700585.5
20121016,6.84,6.81,0.01,0.15,6.77,6.94,419283.0,28736.01,0.77,8618.43,8645.54,23.58,0.27,8597.33,8724.57,75119496.0,5082561.0
20121015,6.83,6.82,0.02,0.29,6.74,6.91,408506.0,27788.58,0.75,8660.72,8621.97,28.22,0.33,8551.1,8671.22,70329800.0,5061912.0
20121012,7.02,6.84,0.16,2.29,6.76,7.19,804669.0,55628.65,1.48,8695.29,8650.19,14.9,0.17,8579.59,8782.45,85731704.0,5406971.0
20121011,7.12,7.0,0.15,2.1,7.0,7.18,574665.0,40676.96,1.06,8741.94,8665.09,108.59,1.24,8658.94,8765.5,91997152.0,6475054.5
20121010,7.0,7.15,0.14,2.0,6.95,7.3,1027323.0,73769.79,1.89,8727.75,8773.68,29.82,0.34,8684.12,8779.41,98131192.0,6588533.5
20121009,6.85,7.01,0.16,2.34,6.84,7.06,877752.0,61072.16,1.61,8583.58,8743.86,203.78,2.39,8583.58,8774.36,105683048.0,6504562.5
20121008,6.99,6.85,0.09,1.3,6.8,7.02,776519.0,53596.78,1.43,8677.99,8540.08,139.14,1.6,8495.35,8715.63,69113448.0,4214906.5
20120928,6.31,6.94,0.59,9.29,6.26,6.99,1212794.0,81135.09,2.23,8422.29,8679.22,192.95,2.27,8415.04,8690.24,112083632.0,5782826.0
20120927,6.13,6.35,0.25,4.1,6.12,6.43,487574.0,30730.57,0.9,8198.56,8486.27,292.9,3.57,8198.56,8520.19,106940608.0,5499800.0
20120926,6.25,6.1,0.06,0.97,6.06,6.37,528266.0,32967.86,0.97,8289.85,8193.37,90.88,1.1,8178.67,8335.14,68266024.0,3970703.25
20120924,6.04,6.16,0.11,1.82,6.0,6.22,403255.0,24648.2,0.74,8148.37,8310.94,109.41,1.33,8095.52,8364.31,77983752.0,4387337.5
20120921,6.42,6.05,0.4,6.2,6.0,6.45,945266.0,58867.94,1.74,8186.74,8201.53,0.67,0.01,8156.63,8291.26,75194376.0,4861502.0
20120920,6.65,6.45,0.2,3.01,6.44,6.67,659339.0,43011.84,1.21,8393.01,8202.2,229.54,2.72,8200.91,8393.01,86394208.0,5627707.5
20120919,6.6,6.65,0.07,1.06,6.53,6.71,363855.0,24181.85,0.67,8407.49,8431.74,41.59,0.5,8351.6,8445.92,64560564.0,4543034.0
20120918,6.5,6.58,0.05,0.77,6.49,6.75,468990.0,31098.82,0.86,8456.32,8390.15,93.54,1.1,8367.0,8473.04,70003432.0,4554908.0
20120917,6.7,6.53,0.26,3.83,6.5,6.76,706733.0,46714.0,1.3,8717.32,8483.69,256.36,2.93,8483.52,8738.32,90155728.0,6069017.5
20120914,6.94,6.79,0.09,1.31,6.71,6.98,581175.0,39574.54,1.07,8801.58,8740.05,49.05,0.56,8670.55,8832.53,107132168.0,7289435.0
20120913,7.03,6.88,0.15,2.13,6.86,7.03,445069.0,30869.02,0.82,8778.61,8691.0,95.73,1.09,8691.0,8821.65,91591160.0,7035488.0
