date,open,close,price_change,p_change_rate,low,high,volume,amount,turnover,index_open,index_close,index_price_change,index_p_change_rate,index_low,index_high,index_volume,index_amount
20160324,11.77,11.53,0.38,3.19,11.52,11.78,903045.0,105163.46,1.8,10346.56,10283.68,158.7,1.52,10263.56,10473.22,270355872.0,46298284.0
20160323,11.69,11.91,0.15,1.28,11.64,12.09,1142657.0,136190.64,2.28,10317.93,10442.38,98.3,0.95,10277.25,10442.38,247866736.0,41391936.0
20160322,11.58,11.76,0.06,0.51,11.54,11.97,1337121.0,157640.53,2.66,10308.91,10344.08,50.06,0.48,10254.69,10435.13,279156480.0,44607280.0
20160321,11.59,11.7,0.1,0.86,11.5,11.82,2158551.0,251355.31,4.3,10255.9,10394.14,267.55,2.64,10234.65,10394.14,338114656.0,52281136.0
20160318,10.88,11.6,0.75,6.91,10.83,11.94,2618154.0,304066.25,5.22,9841.04,10126.59,334.74,3.42,9833.11,10170.69,318038496.0,48894260.0
20160317,10.59,10.85,0.32,3.04,10.56,10.91,799920.0,86278.6,1.59,9515.63,9791.85,322.82,3.41,9511.71,9820.99,232923920.0,35822004.0
20160316,10.78,10.53,0.16,1.5,10.42,10.83,575194.0,60693.74,1.15,9629.82,9469.03,105.16,1.1,9418.55,9661.93,158569568.0,23319222.0
20160315,10.76,10.69,0.11,1.02,10.57,10.8,395903.0,42357.81,0.79,9636.63,9574.19,90.94,0.94,9536.27,9677.48,171548464.0,25771988.0
20160314,10.57,10.8,0.3,2.86,10.57,10.98,686150.0,74433.23,1.37,9466.42,9665.13,301.72,3.22,9466.42,9763.37,206576992.0,30120076.0
20160311,10.4,10.5,0.19,1.84,10.3,10.54,424321.0,44328.48,0.85,9286.53,9363.41,26.94,0.29,9254.24,9430.95,127013352.0,17566178.0
20160310,10.53,10.31,0.2,1.9,10.28,10.64,405900.0,42636.29,0.81,9526.19,9390.35,132.79,1.39,9382.16,9600.23,151024912.0,21323020.0
20160309,10.65,10.51,0.33,3.04,10.4,10.75,537666.0,56777.91,1.07,9525.25,9523.14,209.59,2.15,9466.49,9672.49,180320848.0,24950266.0
20160308,10.8,10.84,0.03,0.28,10.41,10.87,465193.0,49558.7,0.93,9690.57,9732.73,28.9,0.3,9348.76,9732.73,230994064.0,31220394.0
20160307,10.81,10.81,0.14,1.31,10.72,10.96,429479.0,46610.95,0.86,9642.25,9703.83,167.12,1.75,9614.69,9805.37,198685984.0,27005760.0
20160304,10.79,10.67,0.16,1.48,10.62,11.04,1044281.0,113261.17,2.08,9721.22,9536.71,225.3,2.31,9447.11,9797.56,260496576.0,34566464.0
20160303,10.89,10.83,0.07,0.64,10.81,11.14,648796.0,71285.08,1.29,9770.74,9762.01,4.36,0.04,9749.0,9946.93,288666944.0,38354296.0
20160302,10.57,10.9,0.43,4.11,10.57,10.94,676290.0,72876.65,1.35,9308.49,9766.37,444.37,4.77,9308.49,9781.91,269773504.0,35416500.0
20160301,10.35,10.47,0.19,1.85,10.18,10.55,496918.0,51693.93,0.99,9116.56,9322.0,224.64,2.47,9011.51,9384.31,210109008.0,28038638.0
20160229,11.08,10.28,0.75,6.8,10.04,11.08,913045.0,95623.13,1.82,9528.72,9097.36,476.34,4.98,9000.89,9528.72,208654400.0,26713012.0
20160226,11.05,11.03,0.08,0.73,10.8,11.16,589514.0,64863.74,1.17,9625.37,9573.7,22.62,0.24,9392.67,9676.24,208500416.0,29632934.0
20160225,11.78,10.95,0.95,7.98,10.75,11.84,1224658.0,138451.14,2.44,10290.96,9551.08,756.55,7.34,9510.1,10290.96,270406688.0,39476576.0
20160224,11.24,11.9,0.6,5.31,11.21,11.95,1174821.0,136038.53,2.34,10256.39,10307.63,7.96,0.08,10100.5,10355.32,222308160.0,35271624.0
20160223,11.6,11.3,0.28,2.42,11.15,11.62,717791.0,81633.55,1.43,10374.36,10299.67,71.32,0.69,10171.67,10397.52,227973824.0,36131712.0
20160222,11.54,11.58,0.18,1.58,11.39,11.66,632972.0,73133.45,1.26,10290.05,10370.99,208.68,2.05,10239.58,10371.14,235950816.0,36339992.0
20160219,11.35,11.4,0.03,0.26,11.27,11.49,422802.0,48116.38,0.84,10091.67,10162.32,45.92,0.45,10066.04,10225.99,190410944.0,30295608.0
20160218,11.65,11.37,0.22,1.9,11.28,11.69,673030.0,77200.75,1.34,10231.26,10116.4,45.37,0.45,10099.1,10273.63,237235776.0,35983388.0
20160217,11.42,11.59,0.18,1.58,11.29,11.75,836106.0,96586.48,1.67,10043.69,10161.77,116.4,1.16,9982.17,10178.55,230764912.0,34371552.0
20160216,11.04,11.41,0.45,4.11,11.0,11.57,744767.0,84744.8,1.48,9727.76,10045.37,376.52,3.89,9727.76,10071.02,200401248.0,30137008.0
20160215,10.61,10.96,0.04,0.36,10.6,11.08,454267.0,49141.93,0.91,9385.52,9668.85,4.63,0.05,9385.52,9725.18,137361536.0,19966516.0
20160205,11.01,11.0,0.0,0.0,10.9,11.09,525997.0,57738.24,1.05,9802.25,9673.48,119.59,1.22,9670.02,9830.08,147328672.0,21788444.0
20160204,10.85,11.0,0.21,1.95,10.81,11.13,668525.0,73568.59,1.33,9667.91,9793.07,154.2,1.6,9667.91,9844.02,179719328.0,26659648.0
20160203,10.63,10.79,0.04,0.37,10.51,10.8,458495.0,48742.98,0.91,9509.5,9638.87,27.94,0.29,9453.16,9679.54,158729872.0,22931160.0
20160202,10.53,10.75,0.23,2.19,10.53,10.91,567848.0,61128.71,1.13,9332.69,9610.93,288.92,3.1,9332.69,9646.95,167598240.0,24431638.0
20160201,10.6,10.52,0.12,1.13,10.39,10.77,476171.0,50341.69,0.95,9389.62,9322.01,96.19,1.02,9196.15,9457.43,153653488.0,21757908.0
20160129,10.31,10.64,0.34,3.3,10.29,10.77,623172.0,66040.05,1.24,9077.11,9418.2,335.61,3.7,9056.04,9491.06,180895280.0,24874076.0
20160128,10.48,10.3,0.29,2.74,10.19,10.71,714297.0,74828.2,1.42,9309.87,9082.59,339.84,3.61,9045.5,9430.56,168852752.0,23201222.0
20160127,10.8,10.59,0.01,0.09,10.12,10.84,871474.0,91214.23,1.74,9525.61,9422.43,61.12,0.64,8986.52,9556.83,221352720.0,30284268.0
20160126,11.45,10.6,1.1,9.4,10.53,11.64,999377.0,110783.34,1.99,10079.22,9483.55,708.98,6.96,9463.31,10104.47,213988368.0,31046674.0
20160125,11.85,11.7,0.09,0.76,11.56,11.87,660320.0,77496.3,1.32,10194.75,10192.53,80.96,0.8,10103.65,10291.5,165141232.0,25887930.0
20160122,11.8,11.79,0.2,1.73,11.5,11.93,674305.0,79268.08,1.34,10095.42,10111.57,135.6,1.36,9837.74,10171.92,178117792.0,27638318.0
20160121,12.2,11.59,0.6,4.92,11.58,12.23,1128448.0,133743.94,2.25,10207.42,9975.97,390.88,3.77,9975.97,10475.51,210049968.0,33257924.0
20160120,11.86,12.19,0.17,1.41,11.85,12.34,1570050.0,190043.8,3.13,10434.36,10366.85,134.94,1.28,10297.82,10554.04,229661632.0,36146308.0
20160119,11.23,12.02,0.77,6.84,11.15,12.16,1401764.0,163897.77,2.79,10137.38,10501.79,345.83,3.41,10105.55,10519.67,231434592.0,36060368.0
20160118,10.88,11.25,0.22,1.99,10.8,11.35,720552.0,80317.12,1.44,9807.25,10155.96,158.04,1.58,9807.25,10273.59,193371600.0,29893582.0
20160115,11.5,11.03,0.52,4.5,10.91,11.5,821275.0,91971.38,1.64,10268.95,9997.93,347.01,3.35,9940.89,10363.82,221160160.0,33174388.0
20160114,10.97,11.55,0.22,1.94,10.78,11.61,949499.0,106965.23,1.89,9678.22,10344.94,366.12,3.67,9668.9,10357.95,228512688.0,33423780.0
20160113,11.83,11.33,0.28,2.41,11.3,11.9,748971.0,87105.74,1.49,10347.08,9978.82,314.88,3.06,9978.82,10435.24,208940528.0,31055948.0
20160112,11.66,11.61,0.01,0.09,11.42,11.75,671034.0,78022.38,1.34,10243.57,10293.7,81.24,0.8,10065.09,10414.94,217637328.0,32661360.0
20160111,11.6,11.6,0.31,2.6,11.45,11.82,1328124.0,154518.19,2.65,10656.87,10212.46,676.45,6.21,10212.46,10809.57,261299248.0,37783044.0
20160108,12.0,11.91,0.35,3.03,11.23,12.1,1444142.0,171468.59,2.88,11008.89,10888.91,128.64,1.2,10376.29,11121.78,285149376.0,43742220.0
20160107,12.5,11.56,1.14,8.98,11.43,12.57,342822.0,41016.09,0.68,11504.9,10760.27,964.61,8.23,10745.47,11504.9,71661952.0,10797493.0
20160106,12.6,12.7,0.58,4.79,12.44,12.75,1117091.0,140897.86,2.23,11520.77,11724.88,256.82,2.24,11413.98,11730.48,253497248.0,41425684.0
20160105,11.85,12.12,0.1,0.82,11.68,12.42,1176861.0,142145.38,2.35,11116.9,11468.06,157.98,1.36,11063.64,11687.48,294290848.0,48312404.0
20160104,13.56,12.22,1.23,9.14,12.15,13.56,856502.0,110390.45,1.71,12650.72,11626.04,1038.85,8.2,11625.41,12659.41,204855280.0,35528424.0
20151231,13.79,13.45,0.3,2.18,13.35,13.79,699838.0,94896.72,1.39,12893.12,12664.89,224.94,1.75,12664.53,12921.71,222261744.0,43256604.0
20151230,13.69,13.75,0.07,0.51,13.64,13.87,637831.0,87640.52,1.27,12826.48,12889.83,83.67,0.65,12768.17,12899.94,231731904.0,45554780.0
20151229,13.5,13.68,0.17,1.26,13.38,13.76,794280.0,107544.46,1.58,12676.61,12806.16,119.82,0.94,12598.11,12806.16,215009936.0,40879396.0
20151228,13.92,13.51,0.4,2.88,13.5,14.0,1194042.0,163996.92,2.38,13025.66,12686.34,294.23,2.27,12686.34,13064.5,279782368.0,52827812.0
20151225,14.02,13.91,0.09,0.64,13.84,14.09,667258.0,92887.1,1.33,12960.25,12980.57,48.2,0.37,12898.47,13012.74,214331264.0,40965144.0
20151224,13.87,14.0,0.11,0.79,13.75,14.18,1063255.0,149035.16,2.12,12977.25,12932.37,75.5,0.58,12770.36,13003.78,232550080.0,43413768.0
20151223,14.17,13.89,0.27,1.91,13.88,14.28,1336758.0,188254.03,2.66,13142.53,13007.87,131.26,1.0,12974.63,13187.05,312253248.0,57675660.0
20151222,14.27,14.16,0.13,0.91,14.04,14.27,1189136.0,168081.8,2.37,13064.69,13139.13,110.82,0.85,12980.38,13139.12,288396544.0,51349256.0
20151221,13.91,14.29,0.42,3.03,13.9,14.45,1921507.0,272727.56,3.83,12824.43,13028.31,198.06,1.54,12816.71,13047.12,298490688.0,54446716.0
20151218,14.08,13.87,0.21,1.49,13.79,14.08,1124798.0,156251.62,2.24,12825.02,12830.25,4.77,0.04,12763.43,12904.08,305752704.0,59347272.0
20151217,13.66,14.08,0.51,3.76,13.63,14.21,1918986.0,268137.22,3.82,12602.67,12825.48,314.45,2.51,12602.67,12825.48,328537696.0,61492304.0
20151216,13.73,13.57,0.14,1.02,13.55,13.83,891150.0,122002.79,1.78,12533.11,12511.03,15.78,0.13,12471.09,12595.12,235451312.0,46274340.0
20151215,13.53,13.71,0.18,1.33,13.48,13.87,927501.0,127173.29,1.85,12412.46,12495.25,94.66,0.76,12412.46,12553.79,228293824.0,43828532.0
20151214,13.25,13.53,0.17,1.27,13.05,13.55,949406.0,126026.27,1.89,12023.81,12400.59,266.57,2.2,12004.49,12400.59,214942208.0,39303780.0
20151211,13.33,13.36,0.02,0.15,13.28,13.56,662560.0,88825.63,1.32,12120.59,12134.02,47.01,0.39,12051.44,12228.29,204665904.0,38781340.0
20151210,13.27,13.34,0.07,0.52,13.23,13.66,882983.0,118861.67,1.76,12180.77,12181.03,1.2,0.01,12158.65,12318.04,228638944.0,44924028.0
20151209,13.56,13.41,0.24,1.76,13.35,13.66,895257.0,120413.23,1.78,12112.2,12179.83,14.86,0.12,12091.76,12257.58,232964400.0,45038228.0
20151208,14.0,13.65,0.52,3.67,13.6,14.14,1229942.0,169621.28,2.45,12371.11,12164.97,278.08,2.23,12151.15,12371.11,261043072.0,49075016.0
20151207,13.65,14.17,0.58,4.27,13.52,14.3,1842280.0,256627.81,3.67,12351.41,12443.05,113.87,0.92,12262.13,12467.85,247670400.0,47048632.0
20151204,13.86,13.59,0.37,2.65,13.5,13.9,1196098.0,163825.38,2.38,12384.5,12329.18,118.2,0.95,12268.49,12474.46,268070336.0,50315916.0
20151203,13.9,13.96,0.1,0.72,13.75,13.99,1160284.0,161172.36,2.31,12205.44,12447.38,261.11,2.14,12205.44,12447.38,249532944.0,45659492.0
20151202,13.6,13.86,0.28,2.06,13.53,13.98,1330567.0,183399.31,2.65,12068.98,12186.27,105.1,0.87,11830.99,12188.01,263999920.0,46925740.0
20151201,13.67,13.58,0.15,1.09,13.35,13.76,1090231.0,147806.95,2.17,12022.83,12081.17,43.31,0.36,11938.63,12206.17,270222240.0,51256356.0
20151130,13.51,13.73,0.15,1.1,12.91,13.93,1826743.0,247504.56,3.64,11991.7,12037.86,76.16,0.64,11455.5,12121.22,325215296.0,59662828.0
20151127,14.96,13.58,1.4,9.35,13.5,14.96,2773076.0,393591.28,5.53,12697.51,11961.7,805.8,6.31,11880.32,12733.45,371475168.0,67845192.0
20151126,15.21,14.98,0.22,1.45,14.97,15.32,1560224.0,235832.02,3.11,12952.0,12767.5,125.73,0.98,12747.89,12970.47,349661632.0,68014504.0
20151125,15.1,15.2,0.08,0.53,14.96,15.29,1533134.0,231995.31,3.06,12696.13,12893.23,198.37,1.56,12666.19,12904.79,325415904.0,63910136.0
20151124,15.24,15.12,0.16,1.05,14.92,15.25,1454961.0,218744.91,2.9,12580.72,12694.86,108.17,0.86,12438.92,12694.86,283930688.0,53080792.0
20151123,15.16,15.28,0.12,0.79,15.14,15.4,1927033.0,293899.62,3.84,12699.15,12586.69,115.34,0.91,12539.98,12806.32,362385504.0,65885980.0
20151120,15.34,15.16,0.14,0.92,15.07,15.38,1756522.0,266371.69,3.5,12650.25,12702.03,92.19,0.73,12565.8,12766.26,364726720.0,66559528.0
20151119,15.12,15.3,0.19,1.26,15.05,15.31,1553652.0,235784.06,3.1,12326.16,12609.84,326.08,2.65,12309.79,12609.84,294467424.0,53137508.0
20151118,15.22,15.11,0.1,0.66,15.07,15.47,1549153.0,235846.06,3.09,12516.14,12283.76,227.78,1.82,12257.04,12580.91,306149504.0,55077544.0
20151117,15.78,15.21,0.42,2.69,15.18,15.83,2570250.0,398652.22,5.12,12744.79,12511.55,108.83,0.86,12478.97,12827.2,403496960.0,75083120.0
20151116,15.25,15.63,0.09,0.58,15.01,15.68,2056929.0,315883.41,4.1,12180.99,12620.38,218.34,1.76,12171.66,12620.38,292408224.0,53927320.0
20151113,15.4,15.54,0.1,0.64,15.29,15.88,2418630.0,376790.91,4.82,12492.94,12402.04,233.35,1.85,12272.38,12574.96,362993472.0,66933772.0
20151112,16.33,15.64,0.74,4.52,15.54,16.33,4121006.0,649718.44,8.21,12735.5,12635.39,42.15,0.33,12483.34,12758.67,403545120.0,74875824.0
20151111,16.95,16.38,0.45,2.67,16.19,16.95,3837720.0,626320.81,7.65,12509.53,12677.54,177.01,1.42,12445.29,12687.2,382124864.0,67347656.0
20151110,17.1,16.83,0.24,1.41,16.4,17.39,4393410.0,740974.69,8.76,12390.53,12500.53,47.29,0.38,12349.03,12597.16,400913312.0,69508920.0
20151109,17.18,17.07,0.23,1.33,16.7,17.46,3818417.0,649196.06,7.61,12227.41,12453.24,179.89,1.47,12145.06,12538.35,422232448.0,73203344.0
20151106,17.15,17.3,0.28,1.65,16.94,17.46,3801551.0,655398.06,7.58,11952.51,12273.35,333.54,2.79,11952.51,12292.42,377370592.0,63084836.0
20151105,16.96,17.02,0.02,0.12,16.52,17.35,5007254.0,846641.62,9.98,11908.69,11939.81,54.91,0.46,11853.46,12091.53,429137184.0,69485968.0
20151104,16.1,17.0,0.95,5.92,15.9,17.2,4819282.0,800979.69,9.6,11351.25,11884.9,596.76,5.29,11351.25,11884.9,339438208.0,56797680.0
20151103,16.65,16.05,0.41,2.49,15.75,16.75,3324682.0,536874.19,6.63,11341.3,11288.14,16.74,0.15,11200.6,11416.84,224051328.0,38160800.0
20151102,15.81,16.46,0.2,1.23,15.71,17.19,4509631.0,748997.25,8.99,11306.2,11304.88,241.17,2.09,11266.04,11637.99,274690912.0,45811520.0
20151030,15.93,16.26,0.3,1.88,15.5,16.63,3872772.0,623681.62,7.72,11542.01,11546.05,20.61,0.18,11369.39,11711.04,296335968.0,49529120.0
20151029,15.45,15.96,0.56,3.64,15.45,16.36,3516589.0,562385.0,7.01,11565.71,11566.66,72.31,0.63,11406.1,11694.78,281809600.0,45515028.0
20151028,15.98,15.4,0.75,4.64,15.26,16.29,2711945.0,427833.12,5.4,11689.29,11494.35,264.06,2.25,11446.43,11834.07,341529344.0,55478544.0
20151027,15.9,16.15,0.03,0.19,14.9,16.49,3570628.0,563508.5,7.12,11588.94,11758.41,70.64,0.6,11229.1,11820.72,366332032.0,58410368.0
20151026,16.55,16.12,0.16,0.98,15.82,16.65,3063796.0,493699.47,6.11,11765.65,11687.77,84.31,0.73,11534.83,11789.02,391547488.0,65283012.0
20151023,16.1,16.28,0.11,0.67,15.75,16.49,4843356.0,781680.06,9.65,11397.2,11603.46,298.36,2.64,11345.53,11653.09,378978848.0,61562100.0
20151022,14.95,16.39,1.46,9.78,14.95,16.42,5757484.0,903391.31,11.47,10921.18,11305.1,389.11,3.56,10910.88,11320.01,326831296.0,51771348.0
20151021,16.07,14.93,0.98,6.16,14.68,16.57,7647298.0,1214461.5,15.24,11592.2,10915.99,681.09,5.87,10872.57,11641.89,421745952.0,65357716.0
20151020,14.6,15.91,1.45,10.03,14.59,15.91,6573264.0,1017943.88,13.1,11372.18,11597.08,206.07,1.81,11335.78,11597.16,328949408.0,52146896.0
20151019,14.8,14.46,0.14,0.96,14.26,15.13,2860326.0,419572.0,5.7,11426.52,11391.01,16.18,0.14,11245.01,11498.24,354363136.0,54347840.0
20151016,14.72,14.6,0.08,0.54,14.25,14.86,3161091.0,459174.66,6.3,11301.93,11374.83,145.45,1.3,11172.04,11384.24,357297280.0,53496172.0
20151015,14.17,14.68,0.68,4.86,14.17,14.86,3674866.0,536028.62,7.32,10862.11,11229.38,327.9,3.01,10862.11,11229.38,308490272.0,46329488.0
20151014,13.75,14.0,0.15,1.08,13.74,14.47,3009052.0,425105.22,6.0,10997.08,10901.48,140.65,1.27,10880.11,11095.34,296102784.0,43886316.0
20151013,13.71,13.85,0.05,0.36,13.62,13.93,1972320.0,271716.31,3.93,10885.11,11042.13,80.77,0.74,10850.72,11073.0,295156224.0,43155528.0
